id,name,address,lat,lng,operator,charger_type,power_kw,power,price,status,is_operational
472711,PETRONAS KLS ARAH KUALA LUMPUR (LATAR 2),"Lebuhraya Kuala Lumpur–Kuala Selangor, Rawang, 48020, Selangor",3.271279548699141,101.50649531266242,Gentari Go (MY),CHAdeMO,30,30 kW,RM 1.50/kWh / RM 1.50/kWh per min after 1 hours,In Use,True
472710,Starbucks @ Eco Grandeur,"Jalan Eco Grandeur 1/3A, Bandar Puncak Alam, 42300, Selangor",3.227536339342322,101.4582503223553,chargeEV (MY),CCS (Type 2),50,50 kW,RM 1.30/kWh,In Use,True
472709,Eco Grandeur,"Jalan Eco Grandeur 1/3A, Bandar Puncak Alam, 42300, Selangor",3.226436116199281,101.45697931144468,chargeEV (MY),CCS (Type 2),60,60 kW,"DC : RM 1.30/kWh, AC : RM 0.80/kWh",In Use,True
472708,JayaGrocer @ Eco Grandeur,"No. 16, Ruang Niaga Eco Grandeur, Persiaran Mokhtar Dahari, Puncak Alam, 42300, Selangor",3.2271961711375496,101.45692674736279,Jom Charge,Type 2 (Tethered Connector) ,7,7 kW,N/A,In Use,True
472707,Lotus's Puncak Alam,"1, Jalan Niaga Bestari 9, Puncak Bestari, Puncak Alam, 42300, Selangor",3.2365384968186532,101.42773023114046,Jom Charge,CCS (Type 2),50,50 kW,"RM1.50/kWh DC, RM1.05/kWh AC",In Use,True
472256,Petronas Pasir Pekan,"Lot 1748, Batu 2 1/2, Wakaf Bharu, 16250, Kelantan",6.1188579235058995,102.21924287863249,Gentari Go (MY),CCS (Type 2),180,180 kW,RM1.60/kWh,In Use,True
471721,TNB Electron - Yard TNB Mergong,"Lot 115, Batu 3 3/4, Taman Tenaga Nasional, Alor Star, 05150, Kedah",6.12932,100.34775,TNB Electron (MY),CCS (Type 2),240,240 kW,RM1.50/kwh,In Use,True
471720,TNB Electron - Wisma TNB Taiping,"Jalan Istana Larut, Taiping, 34000, Perak",4.86185,100.73573,TNB Electron (MY),CCS (Type 2),240,240 kW,RM1.50/kwh,In Use,True
471719,TNB Electron - Yard TNB Lundang,"5323, , Kota Bharu, 15200, Kelantan",6.10741,102.25864,TNB Electron (MY),CCS (Type 2),240,240 kW,RM1.50/kwh,In Use,True
471717,CarputZap | Cameron Highlands Resort (50kW DC),"8, Jalan Sultan Abu Bakar,  , Brinchang, 39000, Pahang",4.488543150648923,101.37976924477027,Jom Charge,CCS (Type 2),50,50 kW,RM1.3/kWh,In Use,True
471716,QuickCharge | The Cool Point Hotel (40kW DC),"891, Persiaran Dayang Endah, Tanah Rata, 39000 , Pahang",4.469891540992151,101.37828285958017,Gentari Go (MY),CCS (Type 2),40,40 kW,N/A,In Use,True
471590,TNB Electron - R & R Gurun Southbound,"KM 80, North-South Expressway, Gurun, 08300, Kedah",5.83049,100.48898,TNB Electron (MY),CCS (Type 2),180,180 kW,RM1.50/kwh,In Use,True
471588,TNB Electron - RNR Gurun Northbound,"KM 81.1, R & R Gurun Arah Utara, Gurun, 08300, Kedah",5.83362,100.48695,TNB Electron (MY),CCS (Type 2),180,180 kW,RM1.50/kwh,In Use,True
471541,EVPower - Bodyworks,"Lot PT 60458, Sungai Petani, 08000, Kedah",5.6843,100.50943,EVPower (MY),CCS (Type 2),60,60 kW,DC - RM1.20/kwh | AC - RM1/kwh,In Use,True
471537,"JomCharge | Taman Tasik Taiping (7kW AC, 90kW DC)","No.2 Commersial Centre (TTCC, off, Jalan Pekeliling), Taiping, 34000 , Perak",4.85316,100.74597,Jom Charge,CCS (Type 2),90,90 kW,RM1.50/kwh (90kW DC); RM0.90/kWh (7kW AC),In Use,True
471536,"JomCharge | Taman Tasik Taiping (7kW AC, 90kW DC)","No.2 Commersial Centre (TTCC, off, Jalan Pekeliling), Taiping, 34000 , Perak",4.85324,100.74602,Jom Charge,CCS (Type 2),90,90 kW,RM1.50/kwh (90kW DC); RM0.90/kWh (7kW AC),In Use,True
471376,EVPower - Bloomsvale Shopping Gallery - Outdoor Parking,"LGK 021 & 022 , Lower GF Bloomsvale Shopping Gallery, Kuala Lumpur, 58200, Kuala Lumpur",3.07572,101.66087,EVPower (MY),CCS (Type 2),240,240 kW,"DC = RM1.30/kwh, AC = RM1.00 / kwh",In Use,True
471160,Lotus's Kuala Selangor,"No. 2 Jalan Tiara, 1 Jalan Medan Niaga 2, Kuala Selangor, 45000, Selangor",3.3197730679012096,101.2708156666099,Jom Charge,Type 2 (Tethered Connector) ,7,7 kW,RM 0.90/kWh,In Use,True
471159,TNB Electron - Yard TNB Batu Rimau,"Jalan Kuala Selangor-Teluk Intan, Kuala Selangor, 45000, Selangor",3.3397567240351123,101.25101375165264,TNB Electron (MY),CCS (Type 2),240,240 kW,RM1.50/kwh,In Use,True
470952,Seremban R&R Northbound,"Lebuhraya Utara–Selatan, Labu, 71900, Negeri Sembilan",2.7570324058210076,101.84568741606813,Shell Recharge (Malaysia),CCS (Type 2),180,180 kW,N/A,In Use,True
470577,[Restricted] SYMPHONY TOWER (Public Area),"Menara Simfoni (Symphony Tower), Seri Kembangan, 43300",3.02593,101.753075,ChargeSini,Type 2 (Tethered Connector) ,11,11 kW,N/A,In Use,True
470421,EVPower - 168 Park Mall Selayang,"UG Parking, 168 Park Mall, Batu Caves, 68100, Selangor",3.2480458119633084,101.64911251194712,EVPower (MY),CCS (Type 2),180,180 kW,DC - RM1.30/kwh,In Use,True
470150,Jalan Akses Sri Aman,"Jalan Akses Sri Aman, 95000, Sarawak",1.2186529632091094,111.46810965795908,Gentari Go (MY),CCS (Type 2),120,120 kW,1.40myr/kwh,In Use,True
469573,[Restricted] PALM HILL RESIDENCES 3 (Residential Condo),"32a, KAJANG, 43000",3.025894,101.805321,Unknown Network,Type 2 (Tethered Connector) ,22,22 kW,N/A,In Use,True
469402,TNB Electron - Petron Batu Melintang,"205, Jeli, 17600, Kelantan",5.704121186804414,101.74152420188284,TNB Electron (MY),CCS (Type 2),100,100 kW,RM1.50/kwh,In Use,True
469388,JomCharge | Masjid Tengku Muhammad Faiz Petra,"Masjid Tengku Muhammad Faiz Petra, Gua Musang, Kelantan",4.865164599147022,101.9622305377668,Jom Charge,CCS (Type 2),50,50 kW,1.50,In Use,True
463450,[Restricted] SKYCUBE RESIDENCE CONDOMINIUM (Residential Condo),"Skycube Residence Condominium, Bayan Lepas, 11900",5.33531,100.269356,Unknown Network,Type 2 (Tethered Connector) ,22,22 kW,N/A,In Use,True
463449,[Public] HOTEL DE'LA FERNS CAMERON HIGHLAND (Hotel),"Batu 39, Jalan Besar, Tanah Rata, 39000 Tanah Rata, Pahang, IPOH",4.481393,101.376923,Unknown Network,CCS (Type 2),60,60 kW,N/A,In Use,True
463448,[Restricted] AETAS DAMANSARA (Residential Condo),"1, PERSIARAN TROPICANA, PETALING JAYA, 47410",3.131345,101.594055,Unknown Network,Type 2 (Tethered Connector) ,22,22 kW,N/A,In Use,True
463447,[Restricted] PEARL SURIA RESIDENCE (Residential Condo),"Pearl Suria Residence, Kuala Lumpur, 58200",3.085396,101.674324,Unknown Network,Type 2 (Tethered Connector) ,7,7 kW,N/A,In Use,True
463446,[Restricted] PUTRA RESIDENCE (Residential Condo),"Putra Residence , Jalan Putra Murni 3/1  47650 , Selangor, Subang Jaya",3.014806,101.574249,Unknown Network,Type 2 (Tethered Connector) ,11,11 kW,N/A,In Use,True
463445,[Public] PROTON E.MAS PUTRAJAYA - JEWEL SONIC SDN BHD (Car Showroom),"Proton e.MAS Putrajaya - Jewel Sonic Sdn Bhd, Putrajaya, 62502",2.970161,101.717346,Unknown Network,CCS (Type 2),50,50 kW,N/A,In Use,True
463444,[Restricted] SAPPHIRE ON THE PARK (Residential Condo),"Sapphire On The Park, Kuching, 93200",1.53306,110.345711,Unknown Network,Type 2 (Tethered Connector) ,11,11 kW,N/A,Offline,False
461781,Gentari G orange Gua Musang,"Jalan Cengal, Gua Musang, 17300, Kelantan",4.89199564601175,101.97545574544574,Gentari Go (MY),CCS (Type 2),200,200 kW,1.60myr/kwh,In Use,True
461509,N.U.R POWER - RExharge,"Kulim Hi-Tech Park, Kulim",5.4302189869149515,100.59863562821732,(Unknown Operator),CCS (Type 2),180,180 kW,RM1.30/kWh,In Use,True
461508,QuickCharge,"KHTP Business Centre, Kulim, 09090",5.4236870392385015,100.58424239975943,(Unknown Operator),CCS (Type 2),80,80 kW,"MYR1.20/kWh DC, MYR1.00/kWh AC",In Use,True
461219,South View Serviced Apartments Residential Charger,"Jalan Kerinchi Kiri 2, 59200, Kuala Lumpur",3.1132752250227185,101.66456668698913,(Unknown Operator),CCS (Type 2),22,22 kW,RM 1 / kwh,In Use,True
460908,PROTON E.MAS BUTTERWORTH (ELEGANZ LIFESTYLE) (Car Showroom),"7528, Jalan Bagan Ajam, Butterworth, 13000",5.438376,100.381805,ChargeSini,CCS (Type 2),40,40 kW,N/A,Offline,False
460907,MBPP PASAR BAYAN BARU (Grocery),"Pasar Bayan Baru, Bayan Lepas, 11900",5.32463,100.287018,ChargeSini,CCS (Type 2),50,50 kW,N/A,In Use,True
460906,MBPP PASAR RAJAWALI (Public Area),"Market and complex MBPP Jalan Rajawali, Bayan Lepas, 11900",5.306942,100.264809,ChargeSini,CCS (Type 2),50,50 kW,N/A,In Use,True
460905,[Public] LEXIS SUITES PENANG (Hotel),"28, BAYAN LEPAS, 11920",5.287161,100.232903,Unknown Network,Type 2 (Tethered Connector) ,22,22 kW,N/A,In Use,True
460904,[Restricted] VERTU RESORT CONDOMINIUM (Residential Condo),"Vertu Resort Condominium, Simpang Ampat, 14110",5.237983,100.438507,Unknown Network,Type 2 (Tethered Connector) ,11,11 kW,N/A,In Use,True
460903,[Restricted] ARCORIS RESIDENCES (Residential Condo),"Arcoris Residences, Kuala Lumpur, 50480",3.16833,101.651833,Unknown Network,CCS (Type 2),60,60 kW,N/A,In Use,True
460902,[Restricted] TRX RESIDENCES TOWER B (Residential Condo),"TRX Residences @ TRX, Kuala Lumpur, 55188",3.143634,101.719177,Unknown Network,Type 2 (Tethered Connector) ,22,22 kW,N/A,In Use,True
460901,PUSAT DAGANGAN NZX (Shopping Mall),"Pusat Dagangan NZX, 47301, Petaling Jaya, 47301",3.115191,101.589211,ChargeSini,Type 2 (Tethered Connector) ,22,22 kW,N/A,In Use,True
460900,[Public] BUNGARAYA CONDOMINIUM (Residential Condo),"Bungaraya Condominium, Shah Alam, 40150",3.112455,101.571426,Unknown Network,CCS (Type 2),40,40 kW,N/A,In Use,True
460899,[Restricted] THE LEAFZ BY EXSIM (Residential Condo),"The Leafz by EXSIM, Kuala Lumpur, 57100",3.085547,101.695,ChargeSini,Type 2 (Tethered Connector) ,22,22 kW,N/A,In Use,True
460898,[Restricted] SUBANG PARKHOMES (Residential Condo),"Subang Parkhomes, Subang Jaya, 47500",3.077366,101.5718,ChargeSini,CCS (Type 2),40,40 kW,N/A,In Use,True
460897,[Public] SUNWAY PYRAMID (Public Area),"3, Jalan PJS 11/15, Bandar Sunway, Petaling Jaya, 47500",3.072698,101.604675,Unknown Network,Type 2 (Tethered Connector) ,7,7 kW,N/A,In Use,True
460896,[Public] SILK SKY SERVICED APARTMENT (Residential Condo),"Silk Sky Service Apartment, Seri Kembangan, 43300",3.027286,101.750374,Unknown Network,CCS (Type 2),40,40 kW,N/A,In Use,True
460895,[Restricted] SPRINGVILLE RESIDENCE (Residential Condo),"Springville Residence, Seri Kembangan, 43300",3.000393,101.679359,Unknown Network,CCS (Type 2),40,40 kW,N/A,In Use,True
460894,[Restricted] BSP 21 BLOCK G (Residential Condo),"Block G, BSP21, Jenjarom, 42610",2.94521,101.590233,ChargeSini,CCS (Type 2),40,40 kW,N/A,In Use,True
460893,[Restricted] BSP 21 BLOCK B & D (Residential Condo),"BSP21, Jenjarom, 42610",2.942995,101.589699,ChargeSini,CCS (Type 2),40,40 kW,N/A,In Use,True
460892,GRAND SWISS-BELHOTEL (Commercial),"Grand Swiss-Belhotel Melaka, Melaka, 75300",2.210585,102.24588,ChargeSini,Type 2 (Tethered Connector) ,22,22 kW,N/A,In Use,True
460665,Perdana View Condo,"No. 21, Jalan PJU 8/1., Petaling Jaya, 47820, Selangor",3.170716172795977,101.60245416683614,(Unknown Operator),CCS (Type 2),40,40 kW,Rm0.99/kWh,In Use,True
460649,TNB Electron | Machap R&R Southbound (180kW DC),"North-South Expy, Simpang Renggam, 86200, Johor ",1.8962638,103.2283679,TNB Electron (MY),CCS (Type 2),180,180 kW,DC @ RM1.50/kWh,In Use,True
460551,Marc Residence,"Jalan Song Ban Kheng, Bukit Mertajam, 14000, Pulau Pinang",5.349489515986733,100.45997900226371,(Unknown Operator),Type 2 (Tethered Connector) ,22,22 kW,Rm1/kwh,In Use,True
460247,Petron Bandar Tasik Puteri EB by DC Handal,"Petron Bandar Tasik Puteri EB, Rawang, 48020, Selangor",3.29193608950942,101.47926153681544,DC Handal,CCS (Type 2),180,180 kW,RM1.30/kWh,In Use,True
460234,GO TO-U EDUCITY HUB @ ISKANDAR PUTERI,"NO 3, STUDENT HUB, ISKANDAR PUTERI, 79250, JOHOR DARUL TA'ZIM",1.4319652934410811,103.61727027432562,Go ToU,CCS (Type 2),120,120 kW,RM 1.40 per kWh,In Use,True
459797,MYDIN KUBANG KERIAN (Shopping Mall),"Mydin Kubang Kerian, Kota Bharu, 15200",6.097991,102.277771,ChargeSini,CCS (Type 2),60,60 kW,N/A,In Use,True
459796,THE WALK @ RIVERSON (Shopping Mall),"Riverson, Kota Kinabalu, 8810",5.969017,116.064499,ChargeSini,Type 2 (Tethered Connector) ,22,22 kW,N/A,Offline,False
459795,LIDO PLAZA 2 (Shopping Mall),"Lido Plaza, Penampang, 88300",5.936645,116.082413,ChargeSini,Type 2 (Tethered Connector) ,22,22 kW,N/A,In Use,True
459794,PERMAIPURA GOLF & COUNTRY CLUB (Golf Course),"Permaipura Golf & Country Club, Bedong, 08100",5.728236,100.527924,ChargeSini,Type 2 (Tethered Connector) ,22,22 kW,N/A,In Use,True
459793,CINTA SAYANG RESORT (Hotel),"Cinta Sayang Resort, Sungai Petani, 08000",5.659039,100.518845,ChargeSini,CCS (Type 2),40,40 kW,"DC - RM1.29/kwh, AC - RM1.19/kwh",In Use,True
459792,Purest Hotel Sungai Petani Kedah,"Purest Hotel Sungai Petani Kedah, Sungai Petani, 08000, Kedah",5.614636,100.482018,ChargeSini,CCS (Type 2),40,40 kW,RM 1.29/kWh,In Use,True
459791,THE REEF PENANG (Residential Condo),"The Reef, Batu Ferringhi, 11100",5.477899,100.269989,ChargeSini,Type 2 (Tethered Connector) ,22,22 kW,N/A,In Use,True
459790,[Restricted] SURIN CONDOMINIUM (Residential Condo),"SURIN BLOCK A, TANJUNG BUNGAH, 11200",5.466606,100.274902,ChargeSini,CCS (Type 2),40,40 kW,N/A,In Use,True
459789,[Restricted] ONE TANJONG (TOWER A) (Residential Condo),"One Tanjong by Lone Pine Group, George Town, 11200",5.466416,100.293724,ChargeSini,CCS (Type 2),40,40 kW,N/A,In Use,True
459788,[Restricted] PEARL VIEW CONDOMINIUM (Residential Condo),"Pearl View Condominium, Penang Hill, 11200",5.464443,100.295944,ChargeSini,Type 2 (Tethered Connector) ,22,22 kW,N/A,In Use,True
459787,[Restricted] TAMAN LEADER CONDOMINIUM (Residential Condo),"1, Jalan Chee Seng 13, Taman Leader, 11200 Tanjung Bungah, Pulau Pinang, Malaysia, Tanjung Bungah, 11200",5.463445,100.277107,ChargeSini,CCS (Type 2),40,40 kW,N/A,In Use,True
459786,MBPP PASAR TANJONG BUNGAH (Public Area),"Pasar & Kompleks Makan Tanjung Bungah/தஞ்சோங் பூங்கா சந்தை வளாகம், Tanjung Bungah, 11200",5.46335,100.28508,ChargeSini,CCS (Type 2),50,50 kW,N/A,In Use,True
459785,ANGSANA TELUK BAHANG PENANG (Hotel),"Angsana Teluk Bahang, Penang, Tanjong Bungah, 11050",5.461868,100.219742,ChargeSini,Type 2 (Tethered Connector) ,22,22 kW,N/A,In Use,True
459784,[Restricted] QUAYSIDE CONDOMINIUM (Residential Condo),"Quayside Condominium, Georgetown, 13050",5.460772,100.312714,ChargeSini,Type 2 (Tethered Connector) ,22,22 kW,N/A,In Use,True
459783,[Restricted] TAMARIND CONDO PENANG (Residential Condo),"Tamarind Penang, Tanjung Tokong, 10470",5.456723,100.309563,ChargeSini,Type 2 (Tethered Connector) ,22,22 kW,N/A,In Use,True
459782,[Restricted] I-SANTORINI CONDOMINIUM (Residential Condo),"I-Santorini, Tanjung Tokong, 10470",5.455225,100.309143,ChargeSini,Type 2 (Tethered Connector) ,22,22 kW,N/A,In Use,True
459781,[Restricted] MARINOX SKY VILLAS (Residential Condo),"Marinox Sky Villas, Tanjung Tokong, 10470",5.454387,100.310135,ChargeSini,Type 2 (Tethered Connector) ,22,22 kW,N/A,In Use,True
459780,[Restricted] THE BREZZA CONDOMINIUM BLOCK A (Residential Condo),"The Brezza Condominium, Tanjung Tokong, 10470",5.453275,100.308083,Unknown Network,CCS (Type 2),40,40 kW,N/A,In Use,True
459778,[Restricted] TANJUNG PARK CONDOMINIUM (OUTDOOR) (Residential Condo),"Persiaran Lengkuas, Pulau Pinang, 11200",5.450167,100.304626,ChargeSini,Type 2 (Tethered Connector) ,22,22 kW,N/A,Offline,False
459777,MBPP PRECINT 10 (Public Area),"Precinct 10, George Town, 10470",5.448701,100.30558,ChargeSini,CCS (Type 2),50,50 kW,N/A,In Use,True
459776,[Restricted] MONT RESIDENCES PENANG (Residential Condo),"Mont Residence, Georgetown, 10470",5.446555,100.29882,ChargeSini,Type 2 (Tethered Connector) ,22,22 kW,N/A,In Use,True
459775,G HOTEL GURNEY (Hotel),"G Hotel Gurney, Georgetown, 10250",5.437557,100.310631,ChargeSini,Type 2 (Tethered Connector) ,22,22 kW,N/A,In Use,True
459774,G KELAWAI HOTEL (Hotel),"G Hotel Kelawai, Georgetown, 10250",5.435551,100.309929,ChargeSini,Type 2 (Tethered Connector) ,22,22 kW,N/A,In Use,True
459773,[Public] MBPP JALAN CONCORDIA (Public Area),"Jalan Concordia, George Town, 10250",5.434278,100.314377,Unknown Network,CCS (Type 2),50,50 kW,N/A,In Use,True
459772,[Restricted] SETIA V RESIDENCES (Residential Condo),"SETIA V RESIDENCES, GEORGE TOWN, 10250",5.432878,100.314827,ChargeSini,CCS (Type 2),40,40 kW,N/A,In Use,True
459771,MBPP JALAN ARRATOON (Public Area),"Jalan Arratoon, George Town, 10450",5.422729,100.323074,ChargeSini,CCS (Type 2),50,50 kW,N/A,In Use,True
459770,MBPP LEBUH UNION (Public Area),"Lebuh Union, George Town, 10200",5.419094,100.342606,ChargeSini,CCS (Type 2),50,50 kW,N/A,In Use,True
459769,MBPP LEBUH DICKENS (Public Area),"Ee Beng Vegetarian Food, George Town, 10050",5.418923,100.330742,ChargeSini,CCS (Type 2),50,50 kW,N/A,In Use,True
459768,[Restricted] ELEMENTS GARDEN (Residential Condo),"Elements Garden, Butterworth, 13400",5.417818,100.382507,ChargeSini,Type 2 (Tethered Connector) ,22,22 kW,N/A,In Use,True
459767,MBPP LEBUH CINTRA (Public Area),"Wen Chang Hainan Chicken Rice, George Town, 10200",5.417183,100.333359,ChargeSini,CCS (Type 2),50,50 kW,N/A,In Use,True
459766,MBPP LEBUH PASAR (LITTLE INDIA) (Public Area),"Penang Little India, George Town, 10200",5.416258,100.340462,ChargeSini,Type 2 (Tethered Connector) ,22,22 kW,N/A,In Use,True
459765,MBPP GAT LEBUH GEREJA (Public Area),"Gat Lebuh Gereja, George Town, 10300",5.415994,100.343353,ChargeSini,CCS (Type 2),50,50 kW,N/A,In Use,True
459764,MBPP GAT LEBUH CHINA (Public Area),"Wisma Yeap Chor Ee, George Town, 10300",5.415108,100.342506,ChargeSini,CCS (Type 2),50,50 kW,N/A,In Use,True
459763,1ST AVENUE PENANG (Shopping Mall),"1st Avenue Mall, Georgetown, 10300",5.413373,100.331314,ChargeSini,Type 2 (Tethered Connector) ,22,22 kW,N/A,Offline,False
459762,CYC HERITAGE HOTEL (Hotel),"CYC Heritage Hotel, George Town, 10300",5.408709,100.331421,ChargeSini,Type 2 (Tethered Connector) ,22,22 kW,N/A,In Use,True
459761,[Restricted] SANDILANDS CONDOMINIUM (Residential Condo),"Sandilands Condominium, Georgetown, 10300",5.405225,100.329376,ChargeSini,Type 2 (Tethered Connector) ,22,22 kW,N/A,In Use,True
459760,MBPP JALAN PASAR (KEK LOK SI) (Public Area),"617, Jalan Balik Pulau, Pekan Ayer Itam, Air Itam, 11500",5.401554,100.27655,ChargeSini,CCS (Type 2),50,50 kW,N/A,In Use,True
459759,[Restricted] WOODSBURY SUITES (Residential Condo),"Woodsbury Suites Butterworth, Butterworth, 12100",5.39948,100.374596,ChargeSini,Type 2 (Tethered Connector) ,22,22 kW,N/A,In Use,True
459758,MBPP PERSIARAN KARPAL SINGH (Public Area),"Family Mart Karpal Singh, Jelutong, 11600",5.398926,100.329536,ChargeSini,CCS (Type 2),50,50 kW,N/A,In Use,True
459757,[Restricted] BOULEVARD PENANG CONDOMINIUM (Residential Condo),"Boulevard Condominium, Ayer Itam, 11500",5.397755,100.294464,ChargeSini,Type 2 (Tethered Connector) ,22,22 kW,N/A,In Use,True
459756,[Restricted] LUMINARI RESIDENCES (Residential Condo),"Luminari Residences, Butterworth, 12100",5.397302,100.373077,ChargeSini,Type 2 (Tethered Connector) ,22,22 kW,N/A,In Use,True
459755,[Restricted] THE SPRING CONDOMINIUM (Residential Condo),"The Spring Condominium, Sungai Pinang, 11600",5.396901,100.325943,ChargeSini,Type 2 (Tethered Connector) ,22,22 kW,N/A,In Use,True
459754,MBPP JALAN MASJID NEGERI (Public Area),"Jalan Masjid Negeri, Jelutong, 11600",5.390752734244174,100.3023786016663,ChargeSini,CCS (Type 2),50,50 kW,N/A,In Use,True
459753,SUNWAY MEDICAL CENTRE PENANG (LEVEL 1B) (Medical),"Sunway Medical Centre Penang, Perai, 13700",5.395644,100.396744,ChargeSini,Type 2 (Tethered Connector) ,22,22 kW,N/A,In Use,True
459752,MBPP JALAN LENGGONG (Public Area),"Jalan Lenggong, Jelutong, 11600",5.395393,100.31691,ChargeSini,CCS (Type 2),50,50 kW,N/A,In Use,True
459751,MBPP JALAN TAN SRI TEH EWE LIM (Public Area),"Jalan Tan Sri Teh Ewe Lim, Jelutong, 11600",5.393008,100.306,ChargeSini,CCS (Type 2),50,50 kW,N/A,In Use,True
459750,MBPP PASAR BATU LANCHANG (Public Area),"BATU LANCHANG, JELUTONG",5.389948,100.305725,ChargeSini,CCS (Type 2),50,50 kW,N/A,In Use,True
459749,[Restricted] BAYSWATER CONDOMINIUM (Residential Condo),"Bayswater Resort Condominium, Gelugor, 11700",5.376084,100.314514,ChargeSini,Type 2 (Tethered Connector) ,22,22 kW,N/A,In Use,True
459748,[Restricted] PLATINO CONDOMINIUM (Residential Condo),"no 1, Persiaran Tunku Kudin, Jelutong, 11700",5.376035,100.312653,ChargeSini,Type 2 (Tethered Connector) ,22,22 kW,N/A,In Use,True
459747,"MBPP PASAR JALAN PERMAI, GELUGOR (Commercial)","Pasar Jalan Permai, Penang",5.371862,100.301521,ChargeSini,CCS (Type 2),50,50 kW,N/A,In Use,True
459746,MYDIN BUKIT MERTAJAM (Shopping Mall),"Mydin Mall Bukit Mertajam, Bukit Mertajam, 13600",5.368251,100.414551,ChargeSini,CCS (Type 2),80,80 kW,N/A,In Use,True
459745,MYDIN GONG BADAK (Shopping Mall),"Mydin Mall Gong Badak, Kuala Terengganu, 21300",5.355653,103.096504,ChargeSini,CCS (Type 2),60,60 kW,N/A,In Use,True
459744,[Restricted] PANGSAPURI SERI JAYA BUKIT MERTAJAM (Residential Condo),"Pangsapuri Seri Jaya, Bukit Mertajam, 14000",5.349842,100.472855,ChargeSini,Type 2 (Tethered Connector) ,22,22 kW,N/A,In Use,True
459743,[Restricted] BERJAYA CONDOMINIUM (Residential Condo),"Berjaya Condominium, Bukit Mertajam, 14000",5.348321,100.470856,ChargeSini,Type 2 (Tethered Connector) ,22,22 kW,N/A,In Use,True
459742,[Restricted] ICONIC SKIES (Residential Condo),"Iconic Skies, Bayan Lepas, 11900",5.342919,100.281273,ChargeSini,Type 2 (Tethered Connector) ,22,22 kW,N/A,In Use,True
459741,MBPP KOMPLEX SUKAN BANDARAYA RELAU (Commercial),"Kompleks Sukan Bandaraya Relau, Bayan Lepas, 11900",5.342166,100.271591,ChargeSini,CCS (Type 2),50,50 kW,N/A,In Use,True
459740,[Restricted] QUAY WEST RESIDENCE (Residential Condo),"QuayWest Residence, Bayan Lepas, 11900",5.342048,100.310806,ChargeSini,Type 2 (Tethered Connector) ,22,22 kW,N/A,In Use,True
459739,[Restricted] PUTRA PLACE CONDOMINIUM (Residential Condo),"118, Persiaran Bayan Indah, Bayan Lepas, 11900",5.340545,100.309975,ChargeSini,Type 2 (Tethered Connector) ,22,22 kW,N/A,In Use,True
459738,MAYANG MALL (Shopping Mall),"Mayang Mall, Kuala Terengganu, 20000",5.337903,103.143982,ChargeSini,CCS (Type 2),60,60 kW,N/A,In Use,True
459737,MBPP GOLDEN TRIANGLE (Public Area),"GOLDEN TRIANGLE, Bayan Lepas, 11900",5.33707,100.270882,ChargeSini,CCS (Type 2),50,50 kW,N/A,In Use,True
459736,[Restricted] IMPERIAL RESIDENCES CONDOMINIUM (Residential Condo),"Imperial Residence Condominium, Bayan Lepas",5.334093,100.271492,ChargeSini,Type 2 (Tethered Connector) ,22,22 kW,N/A,In Use,True
459735,MBPP MEDAN KAMPUNG RELAU (Public Area),"Medan Kampung Relau, Bayan Lepas, 11900",5.333898,100.294701,ChargeSini,CCS (Type 2),50,50 kW,N/A,In Use,True
459734,MBPP 7 ELEVEN BALIK PULAU (Public Area),"KEDAI JERUK TEIK SEANG, Balik Pulau, 11000",5.333833,100.21698,ChargeSini,CCS (Type 2),50,50 kW,N/A,In Use,True
459733,[Restricted] NOVUS RESIDENCES (Residential Condo),"Novus Residences, Bayan Lepas, 11900",5.332276,100.298653,Unknown Network,CCS (Type 2),40,40 kW,N/A,In Use,True
459732,PROTON e.MAS KUALA TERENGGANU (Car Showroom),"Proton Indahsari Otomobil 3S - K.Terengganu (065639-M), Kuala Terengganu, 20400",5.315983,103.150764,ChargeSini,CCS (Type 2),40,40 kW,N/A,In Use,True
459731,[Restricted] SOLARIA RESIDENCES (Residential Condo),"Solaria Residences, Bayan Lepas, 11900",5.300654,100.265976,ChargeSini,Type 2 (Tethered Connector) ,22,22 kW,N/A,In Use,True
459730,MBPP PASAR KELICAP (Public Area),"Kompleks Pasar Kelicap, Bayan Lepas, 11900",5.3005,100.257675,ChargeSini,CCS (Type 2),50,50 kW,N/A,In Use,True
459729,[Restricted] ECO BLOOM CONDOMINIUM (Residential Condo),"ECO BLOOM @ ECO MEADOWS, SIMPANG AMPAT, 14100",5.25882,100.469116,ChargeSini,CCS (Type 2),40,40 kW,N/A,In Use,True
459728,[Restricted] SUASANA @ UTROPOLIS (Residential Condo),"Jalan Cassia Barat 2, Bandar Cassia, Bandar Cassia",5.241358,100.435699,ChargeSini,CCS (Type 2),40,40 kW,N/A,In Use,True
459727,BEVERLY HOTEL TAIPING (FOOD AVENUE) (Hotel),"Beverly Hotel, Taiping, 34000",4.864984,100.73056,ChargeSini,Type 2 (Tethered Connector) ,22,22 kW,N/A,In Use,True
459726,FLEMINGTON HOTEL TAIPING (Hotel),"no 1, Jalan Samanea Saman, Taiping, 34000",4.847657,100.750282,ChargeSini,Type 2 (Tethered Connector) ,22,22 kW,N/A,In Use,True
459725,MYDIN MERU (Shopping Mall),"MYDIN MERU RAYA, Ipoh, 30020",4.671015,101.074158,ChargeSini,CCS (Type 2),60,60 kW,N/A,In Use,True
